Village_ID,Village_Name,District,Mandal,State,Water%,Trees%,Crops%,Built%,Bare%,Rangeland%,Pumping,GW_Level,Soil,Elevation,Soil_enc,flooded_vegetation_pct,aquifer_storage_factor,infiltration_score,recharge_factor,groundwater_stress,recharge_index,extraction_stress,terrain_gradient
2,2,KRISHNA,NAGAYALANKA,Andhra Pradesh,16.66488905771511,37.77748202204452,1.4931535322843321,24.77068928281377,0.27115330646936764,6.264377237606726,0.0,10.0,unknown,0.0,0,12.758255561066164,1.0,23.82265753441743,0.7532275050895738,0.0,29.423144618781276,0.0,0.0
3,3,KRISHNA,NAGAYALANKA,Andhra Pradesh,3.6414398946415094,12.478333940977862,13.079671568982764,31.46898650535967,2.0356361680457624,7.393060374123726,0.0,10.0,unknown,0.0,0,29.902871547868703,1.0,-7.214321855474395,0.5902997163594902,0.0,33.544311442510214,0.0,0.0
4,4,KRISHNA,NAGAYALANKA,Andhra Pradesh,50.76207126178165,1.5057816423058408,5.5411360414556565,8.23908008382776,12.153037506544552,7.680779389526718,0.0,10.0,unknown,0.0,0,14.118114074557816,1.0,42.79999899887657,0.7828758210467117,0.0,64.88018533633947,0.0,0.0
6,6,KRISHNA,NAGAYALANKA,Andhra Pradesh,0.5707815277407214,7.11495981222206,32.96492792274054,33.22523558640149,14.140822805092826,9.661230101811489,0.0,10.0,unknown,0.0,0,2.3220422439908734,1.0,-3.918084049372716,0.5602974371930264,0.0,2.892823771731595,0.0,0.0
7,7,KRISHNA,NAGAYALANKA,Andhra Pradesh,10.136863747458607,7.630170730642158,15.042184003660541,7.866904223897177,39.95473540048836,4.840493897568996,0.0,10.0,unknown,0.0,0,14.528647996284153,1.0,17.172410557915338,0.5957264833525686,0.0,24.665511743742762,0.0,0.0
8,8,KRISHNA,TIRUVURU,Andhra Pradesh,12.85323542384384,15.30440786997526,24.277144147578507,12.946464374611791,13.821099908148641,16.185442043400013,0.0,10.0,unknown,0.0,0,4.612206232441939,1.0,26.72590672883615,0.6740401347293202,0.0,17.46544165628578,0.0,0.0
9,9,KRISHNA,TIRUVURU,Andhra Pradesh,1.439492573452942,38.44866489443919,5.066134205523618,3.153632348788102,26.227711837502593,9.184480443666992,0.0,10.0,unknown,0.0,0,16.479883696626544,1.0,32.25588664106388,0.6885455637760225,0.0,17.919376270079486,0.0,0.0
10,10,KRISHNA,TIRUVURU,Andhra Pradesh,3.9022969978326243,6.976333253763118,29.192391636143288,1.4631912471885344,24.28649659568896,17.907353267332553,0.0,10.0,unknown,0.0,0,16.2719370020509,1.0,25.291696760276146,0.6011388778062132,0.0,20.174233999883526,0.0,0.0
11,11,KRISHNA,TIRUVURU,Andhra Pradesh,23.470934801117345,11.086249889064716,0.7070355442397095,27.202763927656683,8.540699966811765,1.1512899447544533,0.0,10.0,unknown,0.0,0,27.84102592635532,1.0,5.934575023910195,0.6651535433961089,0.0,51.311960727472666,0.0,0.0
12,12,KRISHNA,TIRUVURU,Andhra Pradesh,24.67116799382063,21.30362885614712,7.094222473827921,9.089327588626208,11.344099645360153,7.508811182777726,0.0,10.0,unknown,0.0,0,18.98874225944024,1.0,35.323092933889434,0.7310967889420248,0.0,43.659910253260875,0.0,0.0
13,13,KRISHNA,TIRUVURU,Andhra Pradesh,5.366210555528765,46.38673479193605,1.6540908625461874,0.23607803140503858,29.28786921379381,10.818540239556542,0.0,10.0,unknown,0.0,0,6.250476305233596,1.0,42.71896162278791,0.7448336126640577,0.0,11.61668686076236,0.0,0.0
14,14,KRISHNA,TIRUVURU,Andhra Pradesh,5.655171132718925,6.550376253626484,37.345216948684865,26.614521702654514,2.4042152584768623,20.94370182012108,0.0,10.0,unknown,0.0,0,0.48679688371726415,1.0,8.784015659170077,0.6173084661384638,0.0,6.141968016436189,0.0,0.0
15,15,KRISHNA,TIRUVURU,Andhra Pradesh,29.14906703252636,27.811615074445857,24.8531901999513,12.968465413829408,1.6617485400409242,2.54187540413892,0.0,10.0,unknown,0.0,0,1.014038335067247,1.0,51.72374763635473,0.764617421672832,0.0,30.16310536759361,0.0,0.0
16,16,KRISHNA,TIRUVURU,Andhra Pradesh,16.900337150538505,23.11286635521271,21.02340189175736,5.515325302558703,7.2486708550360035,19.596637009546015,0.0,10.0,unknown,0.0,0,6.602761435350704,1.0,41.350844882406406,0.7357430622021814,0.0,23.50309858588921,0.0,0.0
17,17,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,21.46202244563023,37.72185689520999,4.151501762941331,2.608587811916838,2.4634555442569055,1.551363159683244,0.0,10.0,unknown,0.0,0,30.041212380361486,1.0,49.63647774427485,0.7628516292880408,0.0,51.50323482599171,0.0,0.0
18,18,KRISHNA,TIRUVURU,Andhra Pradesh,1.2140976474569654,5.438844950655196,24.67522501577865,5.4728495339088,50.006153992808976,8.93315177202183,0.0,10.0,unknown,0.0,0,4.259677087369588,1.0,15.323334272184695,0.5546253233559711,0.0,5.473774734826553,0.0,0.0
19,19,KRISHNA,TIRUVURU,Andhra Pradesh,1.4304085007032805,22.887115081200022,9.537037659616866,3.6981682227696577,26.73212551406187,21.643470841051197,0.0,10.0,unknown,0.0,0,14.071674180597107,1.0,21.990930910870397,0.6636309153514701,0.0,15.502082681300386,0.0,0.0
20,20,KRISHNA,TIRUVURU,Andhra Pradesh,9.170380071842969,9.09901054693902,17.465187032172174,18.202256130930746,0.14650172649238322,34.25636818479906,0.0,10.0,unknown,0.0,0,11.66029630682366,1.0,9.62963220367552,0.685017047101368,0.0,20.83067637866663,0.0,0.0
21,21,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,9.764894278564418,27.93591789098855,5.992222361506462,12.454430342490303,3.225379432828369,7.104193746990085,0.0,10.0,unknown,0.0,0,33.522961946631796,1.0,23.52348527216142,0.6818807241977465,0.0,43.287856225196215,0.0,0.0
22,22,KRISHNA,TIRUVURU,Andhra Pradesh,20.416903936622298,2.2341314672215837,6.7931668174515,46.98558073237067,15.823965428543696,4.325582424922054,0.0,10.0,unknown,0.0,0,3.42066919286819,1.0,-18.04860385192537,0.623997792826764,0.0,23.837573129490487,0.0,0.0
23,23,KRISHNA,TIRUVURU,Andhra Pradesh,19.202052307712293,37.472303159204905,19.304384859150638,2.3468928217068106,1.0832308025142992,8.770610628161181,0.0,10.0,unknown,0.0,0,11.820525421549865,1.0,56.73011698025925,0.7722113060598647,0.0,31.02257772926216,0.0,0.0
24,24,KRISHNA,TIRUVURU,Andhra Pradesh,29.082240633996076,6.09135068890504,19.537884953324586,0.7560650417383539,24.652626225777137,10.766311199090808,0.0,10.0,unknown,0.0,0,9.113521257167996,1.0,42.089369556150736,0.7020755395228729,0.0,38.19576189116407,0.0,0.0
25,25,KRISHNA,TIRUVURU,Andhra Pradesh,10.315424163473393,8.284504682413587,37.58633766908593,11.975453081656632,7.508957200766542,5.4937053615024025,0.0,10.0,unknown,0.0,0,18.835617841101534,1.0,27.68538032101751,0.6011962556315286,0.0,29.151042004574926,0.0,0.0
26,26,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,7.76213208696723,2.888189224298001,22.745790719741187,16.121345618948197,29.174327342654514,13.845788939220927,0.0,10.0,unknown,0.0,0,7.462426068169938,1.0,8.43473363250024,0.5919007841496909,0.0,15.224558155137167,0.0,0.0
27,27,KRISHNA,A.KONDURU,Andhra Pradesh,28.578619693161066,17.011311270747925,9.588600758233001,18.121296940248087,17.159162776088234,2.2276824700199547,0.0,10.0,unknown,0.0,0,7.313326091501734,1.0,28.773799949159827,0.7176213909588569,0.0,35.8919457846628,0.0,0.0
28,28,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,18.17120137091235,8.327395103391902,22.778020691988672,36.91263246147729,1.9553518518599637,8.156405060985776,0.0,10.0,unknown,0.0,0,3.698993459384043,1.0,3.4614405163982838,0.6486348024510866,0.0,21.87019483029639,0.0,0.0
29,29,KRISHNA,TIRUVURU,Andhra Pradesh,10.704941357565431,43.296755019698615,2.7363155852694736,7.844452531005558,4.151566141674202,1.4562112399279645,0.0,10.0,unknown,0.0,0,29.809758124858774,1.0,38.85363331082447,0.7310803605864056,0.0,40.514699482424206,0.0,0.0
30,30,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,6.009137360777976,3.716104065321778,5.593010698955372,6.505609560560748,45.275349706557954,12.423682006547763,0.0,10.0,unknown,0.0,0,20.477106601278404,1.0,5.881864691826153,0.5821811490848202,0.0,26.48624396205638,0.0,0.0
31,31,KRISHNA,TIRUVURU,Andhra Pradesh,19.897116661020256,29.486937393874623,20.10753645722952,4.712775349619458,15.416090680569141,7.331542207154926,0.0,10.0,unknown,0.0,0,3.048001250532063,1.0,49.319978969698134,0.7394279595020645,0.0,22.94511791155232,0.0,0.0
32,32,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,60.736836944948124,2.6686378007917133,18.44618199934234,7.591886605161258,7.867878235993987,1.801480973301066,0.0,10.0,unknown,0.0,0,0.887097440461521,1.0,61.03307474604695,0.8197631788478107,0.0,61.62393438540965,0.0,0.0
33,33,KRISHNA,A.KONDURU,Andhra Pradesh,5.234246911685686,21.100710895663923,7.519560406561294,30.54385886784441,6.247592921065169,1.5889897649989313,0.0,10.0,unknown,0.0,0,27.76504023218058,1.0,-1.3863458000749311,0.6153410474360809,0.0,32.99928714386627,0.0,0.0
34,34,KRISHNA,VATSAVAI,Andhra Pradesh,26.74977703871117,15.05230567032412,9.469040331884045,2.629481948425252,22.74975554443235,10.904533475091736,0.0,10.0,unknown,0.0,0,12.44510599113131,1.0,39.431534316647046,0.7266717083001275,0.0,39.19488302984248,0.0,0.0
35,35,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,24.34124367646406,22.76866413642182,6.199037496331866,27.872779442244642,16.846371654876585,0.480117343609305,0.0,10.0,unknown,0.0,0,1.4917862500517125,1.0,18.755971617734055,0.7142212269588355,0.0,25.833029926515774,0.0,0.0
36,36,KRISHNA,A.KONDURU,Andhra Pradesh,3.339467483258652,17.978406683972466,6.316273499933899,3.749970416058121,8.896056587627442,45.79866347039749,0.0,10.0,unknown,0.0,0,13.921161858751912,1.0,17.803036807618792,0.7260069545633756,0.0,17.260629342010564,0.0,0.0
37,37,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,13.576826647700255,24.007898845009453,2.7132523407228413,2.0704215739458283,33.73614671903514,6.189126310340522,0.0,10.0,unknown,0.0,0,17.706327563245967,1.0,31.19003504682025,0.6824831075495607,0.0,31.283154210946222,0.0,0.0
38,38,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,11.250103362338534,11.075157083470843,11.107610845240055,36.246815310286266,0.7703409258247805,6.7391048053440095,0.0,10.0,unknown,0.0,0,22.810867667495522,1.0,-6.97234857923225,0.6207684595616081,0.0,34.06097102983406,0.0,0.0
39,39,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,19.27141624964416,13.1724676476477,13.197748309863425,16.206600881378552,5.847876867305726,0.1261387263446143,0.0,10.0,unknown,0.0,0,32.177751317815826,1.0,21.214956935475264,0.6494253680178456,0.0,51.44916756745999,0.0,0.0
40,40,KRISHNA,VATSAVAI,Andhra Pradesh,23.73229561458864,19.949324543720344,16.19537188596074,1.6899436538794923,2.5152570230275764,20.354236147124166,0.0,10.0,unknown,0.0,0,15.563571131699055,1.0,45.51479953119095,0.7595214846891971,0.0,39.29586674628769,0.0,0.0
41,41,KRISHNA,A.KONDURU,Andhra Pradesh,10.939111282084772,3.945841225730997,4.152727303649729,13.179366525411382,8.134591308000148,18.569063305670422,0.0,10.0,unknown,0.0,0,41.07929904945254,1.0,3.632079643780685,0.6261861112303592,0.0,52.01841033153731,0.0,0.0
42,42,KRISHNA,GAMPALAGUDEM,Andhra Pradesh,26.992164579736844,8.834066359549652,34.98047223563797,11.335649847755178,3.6184172946760254,0.866959631306052,0.0,10.0,unknown,0.0,0,13.372270051338287,1.0,42.146399687805996,0.672897967230801,0.0,40.36443463107513,0.0,0.0
43,43,KRISHNA,VATSAVAI,Andhra Pradesh,1.3783531881620779,10.788731965473357,12.734248142649149,5.890618118539077,38.81748834786094,20.98721987495342,0.0,10.0,unknown,0.0,0,9.403340362361961,1.0,12.210496020628876,0.6130083534275641,0.0,10.78169355052404,0.0,0.0
